11479591,2,-1,10208101
10208101,3,-1,9107111
9107111,4,-1,15306121
15306121,3,-1,14205131
14205131,2,-1,12933641
12933641,2,-1,11662151
11662151,5,-1,10386671
10386671,4,-1,16585681
16585681,2,-1,15314191
15314191,4,-1,21513201
21513201,3,-1,20412211
20412211,2,-1,19140721
19140721,3,-1,18039731
18039731,2,-1,16768241
16768241,3,-1,15667251
15667251,2,-1,14395761
14395761,4,-1,20594771
20594771,3,-1,19493781
19493781,3,-1,18392791
18392791,5,-1,17117311
17117311,1,-1,15841802
15841802,1,-1,14566293
14566293,3,-1,13457803
13457803,5,-1,12182323
12182323,2,-1,10910833
10910833,5,-1,9635353
9635353,4,-1,15834363
15834363,2,-1,14562873
14562873,4,-1,20761883
20761883,2,-1,19490393
19490393,4,-1,25689403
25689403,2,-1,24417912
24417912,3,-1,23142432
23142432,3,-1,22041442
22041442,5,-1,20765962
20765962,4,-1,26964972
26964972,2,-1,25693482
25693482,1,-1,24417972
24417972,1,-1,23142463
23142463,5,-1,21866983
21866983,5,-1,20591493
20591493,3,-1,19490493
19490493,4,-1,25689493
25689493,1,-1,24413984
24413984,4,-1,30612994
30612994,1,-1,29337485
29337485,5,-1,28061995
28061995,1,-1,26786486
26786486,1,-1,25510977
25510977,2,-1,24239487
24239487,1,-1,22963978
22963978,1,-1,21688469
21688469,1,-1,20412959
20412959,1,1000000000000,19137450
11479591,2,-1,10208101
10208101,1,-1,8932592
8932592,2,-1,7661102
7661102,2,-1,6389612
6389612,2,-1,5118052
5118052,5,-1,3842572
3842572,1,-1,2567063
2567063,1,-1,1291554
1291554,1,-100,16045
11479591,5,-1,10204111
10204111,5,-1,8928631
8928631,5,-1,7653151
7653151,1,-1,6377642
6377642,5,-1,5102162
5102162,4,-1,11301172
11301172,4,-100,17500182
11479591,4,-1,17678601
17678601,5,-1,16403121
16403121,2,-1,15131631
15131631,3,-1,14030641
14030641,1,-1,12755132
12755132,2,-1,11483642
11483642,3,-1,10382651
10382651,5,-1,9107171
9107171,3,-1,8006181
8006181,2,-1,6734691
6734691,4,-1,12933701
12933701,2,-1,11662211
11662211,2,-1,10390721
10390721,1,-1,9115212
9115212,2,-1,7843722
7843722,4,-1,14042732
14042732,3,-1,12941742
12941742,1,-1,11666233
11666233,1,-1,10390724
10390724,3,-1,9289734
9289734,5,-1,8014254
8014254,4,-1,14213264
14213264,3,-1,13112274
13112274,2,-1,11836794
11836794,2,-1,10561314
10561314,2,-1,9289824
9289824,4,-1,15488834
15488834,1,-1,14213325
14213325,4,-1,20412335
20412335,1,-1,19136826
19136826,3,-1,17861346
17861346,1,-1,16585837
16585837,3,-1,15484847
15484847,2,-1,14213357
14213357,1,-1,12937848
12937848,4,-1,19136858
19136858,1,-1,17861349
17861349,1,1000000000000,16585840
11479591,3,-1,10378601
10378601,2,-1,9107111
9107111,2,-1,7835621
7835621,4,-1,14034631
14034631,4,-1,20233641
20233641,1,-1,18958132
18958132,3,-1,17857142
17857142,2,-1,16585652
16585652,5,-1,15310172
15310172,4,-1,21509182
21509182,2,-1,20233702
20233702,5,-1,18958222
18958222,3,-1,17857232
17857232,5,-1,16581751
16581751,2,-1,15310261
15310261,1,-1,14034752
14034752,3,-1,12933761
12933761,5,-1,11658281
11658281,2,-1,10386791
10386791,1,-1,9111282
9111282,4,-1,15310292
15310292,2,-1,14038802
14038802,1,-1,12763293
12763293,2,-1,11491803
11491803,3,-1,10390813
10390813,3,-1,9289823
9289823,4,-1,15488833
15488833,3,-1,14387843
14387843,4,-1,20586853
20586853,3,-1,19485862
19485862,3,-1,18384872
18384872,3,-1,17283882
17283882,3,-1,16182892
16182892,1,-1,14907383
14907383,3,-1,13731393
13731393,2,-1,12459903
12459903,3,-1,11233913
11233913,4,-1,17432923
17432923,2,-1,16161433
16161433,4,-1,22360443
22360443,5,-1,21084963
21084963,2,-1,19813473
19813473,2,-1,18541983
18541983,2,-1,17270493
17270493,1,-1,15994984
15994984,3,-1,14893994
14893994,5,-1,13618494
13618494,5,-1,12342994
12342994,4,-1,18541994
18541994,1,-1,17266485
17266485,2,-1,15994995
15994995,4,-1,22193995
22193995,1,-1,20918486
20918486,3,-1,19817496
19817496,1,-1,18541987
18541987,1,-1,17266478
17266478,1,-1,15990969
15990969,1,1000000000000,14715460
11479591,1,-1,10204082
10204082,4,-1,16403092
16403092,5,-1,15127612
15127612,3,-1,14026622
14026622,2,-1,12755132
12755132,5,-1,11479651
11479651,2,-1,10208161
10208161,2,-1,8936671
8936671,3,-1,7835681
7835681,1,-1,6560172
6560172,1,-1,5284662
5284662,3,-1,4183672
4183672,4,-1,10382682
10382682,2,-1,9111192
9111192,2,-1,7839702
7839702,4,-1,14038711
14038711,2,-1,12767221
12767221,3,-1,11666231
11666231,4,-1,17865241
17865241,2,-1,16593751
16593751,5,-1,15318271
15318271,3,-1,14042791
14042791,3,-1,12767311
12767311,3,-1,11666321
11666321,4,-1,10390841
10390841,5,-1,9115361
9115361,4,-1,15314371
15314371,5,-1,14038891
14038891,5,-1,12763411
12763411,3,-1,11662421
11662421,3,-1,10561431
10561431,5,-1,9285951
9285951,4,-1,15484961
15484961,3,-1,14383971
14383971,2,-1,13112481
13112481,2,-1,11832991
11832991,1,-1,10557482
10557482,1,-1,9281972
9281972,2,-1,8010482
8010482,1,-1,6734973
6734973,4,-1,12933983
12933983,2,-1,11662493
11662493,4,-1,10386993
10386993,3,-1,9285992
9285992,2,-1,8014492
8014492,4,-1,14213492
14213492,2,-1,12941992
12941992,3,-1,11840992
11840992,1,-1,10565483
10565483,3,-1,9464493
9464493,4,-1,15663493
15663493,4,-1,21862492
21862492,2,-1,20590992
20590992,1,-1,19315483
19315483,1,-1,18039974
18039974,1,-1,16764465
16764465,1,-1,15488956
15488956,4,-1,21687966
21687966,1,-1,20412457
20412457,1,-1,19136948
19136948,2,-1,17865458
17865458,1,-1,16589949
16589949,1,1000000000000,15314440
11479591,2,-1,10208101
10208101,2,-1,8936611
8936611,3,-1,7835621
7835621,1,-1,6560112
6560112,4,-1,12759122
12759122,4,-1,18958132
18958132,3,-1,17857142
17857142,2,-1,16585651
16585651,2,-1,15314161
15314161,2,-1,14042671
14042671,2,-1,12771181
12771181,4,-1,18970191
18970191,3,-1,17869201
17869201,4,-1,24068211
24068211,2,-1,22796721
22796721,3,-1,21695731
21695731,1,-1,20420222
20420222,3,-1,19319232
19319232,2,-1,18043752
18043752,5,-1,16768272
16768272,3,-1,15667282
15667282,1,-1,14391773
14391773,2,-1,13120283
13120283,4,-1,19319293
19319293,3,-1,18043813
18043813,2,-1,16772323
16772323,3,-1,15671333
15671333,2,-1,14399843
14399843,2,-1,13124853
13124853,4,-1,19323863
19323863,2,-1,18049873
18049873,1,-1,16774364
16774364,4,-1,22973374
22973374,1,-1,21697865
21697865,1,-1,20422356
20422356,5,-1,19146876
19146876,1,-1,17871367
17871367,4,-1,24070377
24070377,3,-1,22969387
22969387,5,-1,21693907
21693907,2,-1,20422417
20422417,3,-1,19321427
19321427,1,-1,18045918
18045918,1,-1,16770409
16770409,1,1000000000000,15494900
11479591,4,-1,17678601
17678601,5,-1,16403121
16403121,1,-1,15127612
15127612,4,-1,21326622
21326622,5,-1,20051142
20051142,4,-100,26250152
11479591,2,-1,10208101
10208101,4,-1,16407111
16407111,5,-1,15131631
15131631,4,-1,21330641
21330641,3,-1,20229651
20229651,2,-1,18958161
18958161,2,-1,17682681
17682681,3,-1,16581591
16581591,2,-1,15310101
15310101,2,-1,14038611
14038611,5,-1,12763131
12763131,4,-1,18962141
18962141,1,-1,17686632
17686632,1,-1,16411123
16411123,3,-1,15310133
15310133,1,-1,14034624
14034624,4,-1,12759144
12759144,3,-1,11658154
11658154,1,-1,10382645
10382645,5,-1,9107165
9107165,1,-1,7831656
7831656,5,-1,6556176
6556176,3,-1,5455186
5455186,2,-1,4183696
4183696,4,-1,10382706
10382706,2,-1,9111216
9111216,4,-1,15310225
15310225,1,-1,14034716
14034716,3,-1,12933726
12933726,1,-1,11658217
11658217,1,-1,10382708
10382708,1,-1,9107199
9107199,1,1000000000000,7831690
11479591,5,-1,10204111
10204111,2,-1,8932621
8932621,4,-1,15131631
15131631,5,-1,13856151
13856151,3,-1,12755161
12755161,2,-1,11483671
11483671,4,-1,17682681
17682681,3,-1,16581691
16581691,2,-1,15310201
15310201,5,-1,14034721
14034721,2,-1,12763231
12763231,1,-1,11487722
11487722,2,-1,10216232
10216232,4,-1,8940752
8940752,5,-1,7665272
7665272,3,-1,6564282
6564282,4,-1,12763292
12763292,2,-1,11491652
11491652,1,-1,10216143
10216143,1,-1,8940634
8940634,3,-1,7839644
7839644,3,-1,6738653
6738653,1,-1,5463144
5463144,5,-1,4187664
4187664,4,-1,10386674
10386674,2,-1,9115184
9115184,3,-1,8014194
8014194,4,-1,14213204
14213204,4,-1,12937724
12937724,4,-1,19136734
19136734,4,-1,25335743
25335743,2,-1,24064253
24064253,5,-1,22788773
22788773,1,-1,21513264
21513264,2,-1,20237784
20237784,2,-1,18966294
18966294,3,-1,17865304
17865304,3,-1,16764314
16764314,3,-1,15663324
15663324,3,-1,14562334
14562334,2,-1,13290844
13290844,2,-1,12019354
12019354,4,-1,18218364
18218364,2,-1,16946874
16946874,4,-1,23145884
23145884,4,-1,29344894
29344894,2,-1,28073404
28073404,1,-1,26797895
26797895,2,-1,25524905
25524905,3,-1,24423915
24423915,1,-1,23136906
23136906,1,-1,21861397
21861397,1,-1,20585888
20585888,5,-1,19310408
19310408,1,-1,18034899
18034899,1,1000000000000,16759390
11479591,2,-1,10208101
10208101,3,-1,9107111
9107111,4,-1,15306121
15306121,4,-1,21505061
21505061,3,-1,20404071
20404071,3,-1,19303081
19303081,3,-1,18202091
18202091,2,-1,16930601
16930601,2,-1,15659111
15659111,1,-1,14383631
14383631,4,-1,20582641
20582641,2,-1,19311151
19311151,5,-1,18035671
18035671,3,-1,16934681
16934681,4,-1,23133691
23133691,2,-1,21858211
21858211,4,-1,28057221
28057221,2,-1,26785731
26785731,2,-1,25514241
25514241,3,-1,24413251
24413251,2,-1,23141761
23141761,3,-1,22040771
22040771,4,-1,28239781
28239781,2,-1,26968291
26968291,5,-1,25692811
25692811,2,-1,24421321
24421321,3,-1,23320331
23320331,4,-1,29519341
29519341,3,-1,28418351
28418351,3,-1,27317361
27317361,1,-1,26041852
26041852,1,-1,24766343
24766343,1,-1,23490834
23490834,4,-1,29689844
29689844,1,-1,28406835
28406835,2,-1,27135344
27135344,5,-1,25859864
25859864,5,-1,24584384
24584384,4,-1,30783394
30783394,2,-1,29511904
29511904,2,-1,28240414
28240414,2,-1,26968924
26968924,2,-1,25697434
25697434,1,-1,24421925
24421925,1,-1,23146445
23146445,3,-1,22045455
22045455,5,-1,20769975
20769975,1,-1,19494465
19494465,4,-1,25693475
25693475,4,-1,31892485
31892485,3,-1,30791245
30791245,2,-1,29519755
29519755,3,-1,28418765
28418765,4,-1,34617775
34617775,1,-1,33342266
33342266,2,-1,32070776
32070776,4,-1,30795296
30795296,1,-1,29519787
29519787,1,-1,28244278
28244278,2,-1,26972788
26972788,1,-1,25697279
25697279,1,1000000000000,24421770
11479591,2,-1,10208101
10208101,2,-1,8936611
8936611,5,-1,7661131
